Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,ParentLocationCode,ParentLocation,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
7401580,GHED_GGHE-DGGE_SHA2011,COUNTRY,YEM,EMR,Eastern Mediterranean,YEAR,2021,,,,,,,,,3.65,3.65277,,,,2024-12-10T14:55:59Z,2021,2021-01-01,2021-12-31
7403772,GHED_GGHE-DGGE_SHA2011,WORLDBANKINCOMEGROUP,WB_LMI,,,YEAR,2016,,,,,,,,,7.3,7.30289,,,,2024-12-10T14:55:59Z,2016,2016-01-01,2016-12-31
7408090,GHED_GGHE-DGGE_SHA2011,COUNTRY,EGY,EMR,Eastern Mediterranean,YEAR,2019,,,,,,,,,4.82,4.82285,,,,2024-12-10T14:55:59Z,2019,2019-01-01,2019-12-31
7408393,GHED_GGHE-DGGE_SHA2011,COUNTRY,LBR,AFR,Africa,YEAR,2000,,,,,,,,,4.25,4.25492,,,,2024-12-10T14:55:59Z,2000,2000-01-01,2000-12-31
7410659,GHED_GGHE-DGGE_SHA2011,COUNTRY,BEN,AFR,Africa,YEAR,2017,,,,,,,,,2.56,2.56151,,,,2024-12-10T14:55:59Z,2017,2017-01-01,2017-12-31
7413606,GHED_GGHE-DGGE_SHA2011,COUNTRY,LAO,WPR,Western Pacific,YEAR,2010,,,,,,,,,2.69,2.69456,,,,2024-12-10T14:55:59Z,2010,2010-01-01,2010-12-31
7420215,GHED_GGHE-DGGE_SHA2011,COUNTRY,UZB,EUR,Europe,YEAR,2006,,,,,,,,,7.8,7.80061,,,,2024-12-10T14:55:59Z,2006,2006-01-01,2006-12-31
7422665,GHED_GGHE-DGGE_SHA2011,COUNTRY,LCA,AMR,Americas,YEAR,2002,,,,,,,,,7.77,7.76685,,,,2024-12-10T14:55:59Z,2002,2002-01-01,2002-12-31
7422759,GHED_GGHE-DGGE_SHA2011,COUNTRY,NZL,WPR,Western Pacific,YEAR,2001,,,,,,,,,15.17,15.17467,,,,2024-12-10T14:55:59Z,2001,2001-01-01,2001-12-31
7433299,GHED_GGHE-DGGE_SHA2011,COUNTRY,GRD,AMR,Americas,YEAR,2018,,,,,,,,,8.33,8.33407,,,,2024-12-10T14:55:59Z,2018,2018-01-01,2018-12-31
7437779,GHED_GGHE-DGGE_SHA2011,COUNTRY,BRB,AMR,Americas,YEAR,2000,,,,,,,,,12.28,12.2769,,,,2024-12-10T14:55:59Z,2000,2000-01-01,2000-12-31
7437888,GHED_GGHE-DGGE_SHA2011,COUNTRY,ARM,EUR,Europe,YEAR,2012,,,,,,,,,7.04,7.04075,,,,2024-12-10T14:55:59Z,2012,2012-01-01,2012-12-31
7438298,GHED_GGHE-DGGE_SHA2011,COUNTRY,TLS,SEAR,South-East Asia,YEAR,2022,,,,,,,,,8.93,8.92512,,,,2024-12-10T14:55:59Z,2022,2022-01-01,2022-12-31
7439422,GHED_GGHE-DGGE_SHA2011,COUNTRY,HUN,EUR,Europe,YEAR,2000,,,,,,,,,9.86,9.85581,,,,2024-12-10T14:55:59Z,2000,2000-01-01,2000-12-31
7440803,GHED_GGHE-DGGE_SHA2011,COUNTRY,EGY,EMR,Eastern Mediterranean,YEAR,2006,,,,,,,,,5.05,5.04995,,,,2024-12-10T14:55:59Z,2006,2006-01-01,2006-12-31
7447658,GHED_GGHE-DGGE_SHA2011,REGION,EMR,,,YEAR,2003,,,,,,,,,7.35,7.34614,,,,2024-12-10T14:55:59Z,2003,2003-01-01,2003-12-31
7449392,GHED_GGHE-DGGE_SHA2011,COUNTRY,KNA,AMR,Americas,YEAR,2007,,,,,,,,,6.48,6.4829,,,,2024-12-10T14:55:59Z,2007,2007-01-01,2007-12-31
7450484,GHED_GGHE-DGGE_SHA2011,COUNTRY,COG,AFR,Africa,YEAR,2002,,,,,,,,,1.34,1.34427,,,,2024-12-10T14:55:59Z,2002,2002-01-01,2002-12-31
7454489,GHED_GGHE-DGGE_SHA2011,COUNTRY,MDG,AFR,Africa,YEAR,2009,,,,,,,,,10.45,10.4528,,,,2024-12-10T14:55:59Z,2009,2009-01-01,2009-12-31
7454763,GHED_GGHE-DGGE_SHA2011,COUNTRY,TUR,EUR,Europe,YEAR,2020,,,,,,,,,10.67,10.67029,,,,2024-12-10T14:55:59Z,2020,2020-01-01,2020-12-31
7456018,GHED_GGHE-DGGE_SHA2011,COUNTRY,DOM,AMR,Americas,YEAR,2020,,,,,,,,,14.68,14.68046,,,,2024-12-10T14:55:59Z,2020,2020-01-01,2020-12-31
7456798,GHED_GGHE-DGGE_SHA2011,COUNTRY,HRV,EUR,Europe,YEAR,2001,,,,,,,,,11.64,11.64405,,,,2024-12-10T14:55:59Z,2001,2001-01-01,2001-12-31
7457737,GHED_GGHE-DGGE_SHA2011,COUNTRY,BLR,EUR,Europe,YEAR,2006,,,,,,,,,8.44,8.44287,,,,2024-12-10T14:55:59Z,2006,2006-01-01,2006-12-31
7457813,GHED_GGHE-DGGE_SHA2011,COUNTRY,PHL,WPR,Western Pacific,YEAR,2003,,,,,,,,,5.46,5.45886,,,,2024-12-10T14:55:59Z,2003,2003-01-01,2003-12-31
