Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,ParentLocationCode,ParentLocation,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
4845421,GHED_OOPSCHE_SHA2011,COUNTRY,GHA,AFR,Africa,YEAR,2007,,,,,,,,,39.63,39.62924,,,,2024-12-10T14:55:59Z,2007,2007-01-01,2007-12-31
4846994,GHED_OOPSCHE_SHA2011,COUNTRY,GNB,AFR,Africa,YEAR,2003,,,,,,,,,57.03,57.03217,,,,2024-12-10T14:55:59Z,2003,2003-01-01,2003-12-31
4853602,GHED_OOPSCHE_SHA2011,COUNTRY,ROU,EUR,Europe,YEAR,2018,,,,,,,,,19.46,19.45757,,,,2024-12-10T14:55:59Z,2018,2018-01-01,2018-12-31
4855295,GHED_OOPSCHE_SHA2011,COUNTRY,MKD,EUR,Europe,YEAR,2001,,,,,,,,,42.38,42.38284,,,,2024-12-10T14:55:59Z,2001,2001-01-01,2001-12-31
4859766,GHED_OOPSCHE_SHA2011,WORLDBANKINCOMEGROUP,WB_HI,,,YEAR,2007,,,,,,,,,22.38,22.38344,,,,2024-12-10T14:55:59Z,2007,2007-01-01,2007-12-31
4864523,GHED_OOPSCHE_SHA2011,COUNTRY,ISL,EUR,Europe,YEAR,2001,,,,,,,,,18.08,18.0824,,,,2024-12-10T14:55:59Z,2001,2001-01-01,2001-12-31
4865953,GHED_OOPSCHE_SHA2011,COUNTRY,ESP,EUR,Europe,YEAR,2021,,,,,,,,,19.34,19.3441,,,,2024-12-10T14:55:59Z,2021,2021-01-01,2021-12-31
4866336,GHED_OOPSCHE_SHA2011,COUNTRY,BLR,EUR,Europe,YEAR,2004,,,,,,,,,19.22,19.22299,,,,2024-12-10T14:55:59Z,2004,2004-01-01,2004-12-31
4866824,GHED_OOPSCHE_SHA2011,REGION,EMR,,,YEAR,2021,,,,,,,,,35.88,35.88234,,,,2024-12-10T14:55:59Z,2021,2021-01-01,2021-12-31
4867278,GHED_OOPSCHE_SHA2011,COUNTRY,SRB,EUR,Europe,YEAR,2002,,,,,,,,,23.83,23.83036,,,,2024-12-10T14:55:59Z,2002,2002-01-01,2002-12-31
4869442,GHED_OOPSCHE_SHA2011,COUNTRY,BEL,EUR,Europe,YEAR,2017,,,,,,,,,18.39,18.38534,,,,2024-12-10T14:55:59Z,2017,2017-01-01,2017-12-31
4869604,GHED_OOPSCHE_SHA2011,COUNTRY,VCT,AMR,Americas,YEAR,2021,,,,,,,,,26.19,26.19331,,,,2024-12-10T14:55:59Z,2021,2021-01-01,2021-12-31
4870919,GHED_OOPSCHE_SHA2011,COUNTRY,CHL,AMR,Americas,YEAR,2011,,,,,,,,,34.5,34.49926,,,,2024-12-10T14:55:59Z,2011,2011-01-01,2011-12-31
4872114,GHED_OOPSCHE_SHA2011,COUNTRY,NZL,WPR,Western Pacific,YEAR,2005,,,,,,,,,14.07,14.07014,,,,2024-12-10T14:55:59Z,2005,2005-01-01,2005-12-31
4872427,GHED_OOPSCHE_SHA2011,COUNTRY,ALB,EUR,Europe,YEAR,2001,,,,,,,,,49.13,49.12819,,,,2024-12-10T14:55:59Z,2001,2001-01-01,2001-12-31
4874460,GHED_OOPSCHE_SHA2011,COUNTRY,HTI,AMR,Americas,YEAR,2020,,,,,,,,,46.9,46.90287,,,,2024-12-10T14:55:59Z,2020,2020-01-01,2020-12-31
4879932,GHED_OOPSCHE_SHA2011,COUNTRY,MDA,EUR,Europe,YEAR,2004,,,,,,,,,38.17,38.17025,,,,2024-12-10T14:55:59Z,2004,2004-01-01,2004-12-31
4883450,GHED_OOPSCHE_SHA2011,COUNTRY,CHL,AMR,Americas,YEAR,2013,,,,,,,,,33.64,33.63831,,,,2024-12-10T14:55:59Z,2013,2013-01-01,2013-12-31
4884732,GHED_OOPSCHE_SHA2011,COUNTRY,KEN,AFR,Africa,YEAR,2009,,,,,,,,,31.38,31.37527,,,,2024-12-10T14:55:59Z,2009,2009-01-01,2009-12-31
4885706,GHED_OOPSCHE_SHA2011,COUNTRY,NIU,WPR,Western Pacific,YEAR,2014,,,,,,,,,1.04,1.03653,,,,2024-12-10T14:55:59Z,2014,2014-01-01,2014-12-31
4886136,GHED_OOPSCHE_SHA2011,COUNTRY,NGA,AFR,Africa,YEAR,2008,,,,,,,,,72.76,72.75694,,,,2024-12-10T14:55:59Z,2008,2008-01-01,2008-12-31
4886172,GHED_OOPSCHE_SHA2011,COUNTRY,SRB,EUR,Europe,YEAR,2010,,,,,,,,,36.4,36.40253,,,,2024-12-10T14:55:59Z,2010,2010-01-01,2010-12-31
4887338,GHED_OOPSCHE_SHA2011,COUNTRY,URY,AMR,Americas,YEAR,2001,,,,,,,,,24.06,24.06307,,,,2024-12-10T14:55:59Z,2001,2001-01-01,2001-12-31
4889882,GHED_OOPSCHE_SHA2011,COUNTRY,KAZ,EUR,Europe,YEAR,2016,,,,,,,,,35.67,35.67286,,,,2024-12-10T14:55:59Z,2016,2016-01-01,2016-12-31
4890781,GHED_OOPSCHE_SHA2011,COUNTRY,FIN,EUR,Europe,YEAR,2008,,,,,,,,,18.57,18.57299,,,,2024-12-10T14:55:59Z,2008,2008-01-01,2008-12-31
4891439,GHED_OOPSCHE_SHA2011,COUNTRY,CAN,AMR,Americas,YEAR,2001,,,,,,,,,15.93,15.92599,,,,2024-12-10T14:55:59Z,2001,2001-01-01,2001-12-31
4893525,GHED_OOPSCHE_SHA2011,COUNTRY,SRB,EUR,Europe,YEAR,2000,,,,,,,,,29.62,29.62187,,,,2024-12-10T14:55:59Z,2000,2000-01-01,2000-12-31
4894134,GHED_OOPSCHE_SHA2011,COUNTRY,PLW,WPR,Western Pacific,YEAR,2007,,,,,,,,,18.05,18.04999,,,,2024-12-10T14:55:59Z,2007,2007-01-01,2007-12-31
4895748,GHED_OOPSCHE_SHA2011,COUNTRY,BHS,AMR,Americas,YEAR,2022,,,,,,,,,24.25,24.24633,,,,2024-12-10T14:55:59Z,2022,2022-01-01,2022-12-31
4903134,GHED_OOPSCHE_SHA2011,WORLDBANKINCOMEGROUP,WB_LI,,,YEAR,2002,,,,,,,,,49.99,49.99074,,,,2024-12-10T14:55:59Z,2002,2002-01-01,2002-12-31
4906854,GHED_OOPSCHE_SHA2011,COUNTRY,SLV,AMR,Americas,YEAR,2004,,,,,,,,,44.67,44.66818,,,,2024-12-10T14:55:59Z,2004,2004-01-01,2004-12-31
4911260,GHED_OOPSCHE_SHA2011,COUNTRY,YEM,EMR,Eastern Mediterranean,YEAR,2020,,,,,,,,,69.92,69.91931,,,,2024-12-10T14:55:59Z,2020,2020-01-01,2020-12-31
4913681,GHED_OOPSCHE_SHA2011,COUNTRY,BIH,EUR,Europe,YEAR,2005,,,,,,,,,45.2,45.20006,,,,2024-12-10T14:55:59Z,2005,2005-01-01,2005-12-31
4914054,GHED_OOPSCHE_SHA2011,WORLDBANKINCOMEGROUP,WB_HI,,,YEAR,2013,,,,,,,,,20.84,20.8376,,,,2024-12-10T14:55:59Z,2013,2013-01-01,2013-12-31
4915934,GHED_OOPSCHE_SHA2011,COUNTRY,MKD,EUR,Europe,YEAR,2004,,,,,,,,,42.53,42.53266,,,,2024-12-10T14:55:59Z,2004,2004-01-01,2004-12-31
4916720,GHED_OOPSCHE_SHA2011,COUNTRY,SGP,WPR,Western Pacific,YEAR,2021,,,,,,,,,24.14,24.14021,,,,2024-12-10T14:55:59Z,2021,2021-01-01,2021-12-31
4917026,GHED_OOPSCHE_SHA2011,COUNTRY,JAM,AMR,Americas,YEAR,2005,,,,,,,,,29.14,29.14251,,,,2024-12-10T14:55:59Z,2005,2005-01-01,2005-12-31
4919876,GHED_OOPSCHE_SHA2011,GLOBAL,GLOBAL,,,YEAR,2003,,,,,,,,,36.29,36.29378,,,,2024-12-10T14:55:59Z,2003,2003-01-01,2003-12-31
